  Time                 , V(U3:OUT)            
  0.000000000000e+00  ,2.868914068652e-06  
  1.000000000000e-06  ,1.131026278952e-05  
  2.000000000000e-06  ,2.763933911102e-05  
  2.945186614990e-06  ,4.748848879239e-05  
  4.835559844971e-06  ,1.028431577462e-04  
  8.616306304932e-06  ,2.692501840190e-04  
  1.617779922485e-05  ,7.386001609759e-04  
  2.795453262329e-05  ,1.635110839040e-03  
  4.828839492798e-05  ,3.301391593361e-03  
  8.415265274048e-05  ,6.274085153533e-03  
  1.558811683655e-04  ,1.220303017961e-02  
  2.558811683655e-04  ,2.042686304258e-02  
  3.558811683655e-04  ,2.856922091679e-02  
  4.558811683655e-04  ,3.659946005511e-02  
  5.558811683655e-04  ,4.448482831388e-02  
  6.558811683655e-04  ,5.219496026021e-02  
  7.558811683655e-04  ,5.969889072698e-02  
  8.558811683655e-04  ,6.696738703578e-02  
  9.558811683655e-04  ,7.397149199007e-02  
  1.055881168365e-03  ,8.068375699425e-02  
  1.155881168365e-03  ,8.707755416181e-02  
  1.255881168365e-03  ,9.312774805211e-02  
  1.355881168365e-03  ,9.881039159464e-02  
  1.455881168365e-03  ,1.041031076338e-01  
  1.555881168365e-03  ,1.089849729105e-01  
  1.655881168365e-03  ,1.134367460491e-01  
  1.755881168365e-03  ,1.174408400485e-01  
  1.855881168365e-03  ,1.209814653336e-01  
  1.955881168365e-03  ,1.240446396088e-01  
  2.055881168365e-03  ,1.266182803500e-01  
  2.155881168365e-03  ,1.286922260048e-01  
  2.255881168365e-03  ,1.302582949418e-01  
  2.355881168365e-03  ,1.313103042054e-01  
  2.455881168365e-03  ,1.318441037308e-01  
  2.555881168365e-03  ,1.318575856403e-01  
  2.655881168365e-03  ,1.313506975631e-01  
  2.755881168365e-03  ,1.303254393649e-01  
  2.855881168365e-03  ,1.287858577123e-01  
  2.955881168365e-03  ,1.267380282863e-01  
  3.055881168365e-03  ,1.241900331962e-01  
  3.155881168365e-03  ,1.211519280407e-01  
  3.255881168365e-03  ,1.176357029428e-01  
  3.355881168365e-03  ,1.136552347419e-01  
  3.455881168365e-03  ,1.092262326098e-01  
  3.555881168365e-03  ,1.043661757409e-01  
  3.655881168365e-03  ,9.909424459363e-02  
  3.755881168365e-03  ,9.343124504118e-02  
  3.855881168365e-03  ,8.739952638427e-02  
  3.955881168365e-03  ,8.102289303579e-02  
  4.055881168365e-03  ,7.432651068897e-02  
  4.155881168365e-03  ,6.733680690827e-02  
  4.255881168365e-03  ,6.008136676238e-02  
  4.355881168365e-03  ,5.258882431780e-02  
  4.455881168365e-03  ,4.488874910186e-02  
  4.555881168365e-03  ,3.701152981083e-02  
  4.655881168365e-03  ,2.898825423736e-02  
  4.755881168365e-03  ,2.085058660862e-02  
  4.855881168365e-03  ,1.263064255597e-02  
  4.955881168365e-03  ,4.360862437320e-03  
  5.055881168365e-03  ,-3.926116662482e-03  
  5.155881168365e-03  ,-1.219758989052e-02  
  5.255881168365e-03  ,-2.042091344743e-02  
  5.355881168365e-03  ,-2.856363367267e-02  
  5.455881168365e-03  ,-3.659361497159e-02  
  5.555881168365e-03  ,-4.447916666746e-02  
  5.655881168365e-03  ,-5.218916807794e-02  
  5.755881168365e-03  ,-5.969319139964e-02  
  5.855881168365e-03  ,-6.696162159723e-02  
  5.955881168365e-03  ,-7.396577356384e-02  
  6.055881168365e-03  ,-8.067800510121e-02  
  6.155881168365e-03  ,-8.707182608416e-02  
  6.255881168365e-03  ,-9.312200300632e-02  
  6.355881168365e-03  ,-9.880465864503e-02  
  6.455881168365e-03  ,-1.040973660693e-01  
  6.555881168365e-03  ,-1.089792374389e-01  
  6.655881168365e-03  ,-1.134310062522e-01  
  6.755881168365e-03  ,-1.174351033611e-01  
  6.855881168365e-03  ,-1.209757264341e-01  
  6.955881168365e-03  ,-1.240389022841e-01  
  7.055881168365e-03  ,-1.266125419270e-01  
  7.155881168365e-03  ,-1.286864883876e-01  
  7.255881168365e-03  ,-1.302525567219e-01  
  7.355881168365e-03  ,-1.313045664302e-01  
  7.455881168365e-03  ,-1.318383656787e-01  
  7.555881168365e-03  ,-1.318518478038e-01  
  7.655881168365e-03  ,-1.313449595990e-01  
  7.755881168365e-03  ,-1.303197015165e-01  
  7.855881168365e-03  ,-1.287801197926e-01  
  7.955881168365e-03  ,-1.267322904542e-01  
  8.055881168365e-03  ,-1.241842953443e-01  
  8.155881168365e-03  ,-1.211461902274e-01  
  8.255881168365e-03  ,-1.176299651151e-01  
  8.355881168365e-03  ,-1.136494969533e-01  
  8.455881168365e-03  ,-1.092204948119e-01  
  8.555881168365e-03  ,-1.043604379787e-01  
  8.655881168365e-03  ,-9.908850683075e-02  
  8.755881168365e-03  ,-9.342550732306e-02  
  8.855881168365e-03  ,-8.739378866987e-02  
  8.955881168365e-03  ,-8.101715534493e-02  
  9.055881168365e-03  ,-7.432077300194e-02  
  9.155881168365e-03  ,-6.733106914495e-02  
  9.255881168365e-03  ,-6.007562907139e-02  
  9.355881168365e-03  ,-5.258308656001e-02  
  9.455881168365e-03  ,-4.488301131815e-02  
  9.555881168365e-03  ,-3.700579200372e-02  
  9.655881168365e-03  ,-2.898251642789e-02  
  9.755881168365e-03  ,-2.084484879220e-02  
  9.855881168365e-03  ,-1.262490470477e-02  
  9.955881168365e-03  ,-4.355124602476e-03  
  1.005588116837e-02  ,3.931854537330e-03  
  1.015588116837e-02  ,1.220332776559e-02  
  1.025588116837e-02  ,2.042665133447e-02  
  1.035588116837e-02  ,2.856937158071e-02  
  1.045588116837e-02  ,3.659935289040e-02  
  1.055588116837e-02  ,4.448490458677e-02  
  1.065588116837e-02  ,5.219490603567e-02  
  1.075588116837e-02  ,5.969892933523e-02  
  1.085588116837e-02  ,6.696735957446e-02  
  1.095588116837e-02  ,7.397151154073e-02  
  1.105588116837e-02  ,8.068374308440e-02  
  1.115588116837e-02  ,8.707756406564e-02  
  1.125588116837e-02  ,9.312774100456e-02  
  1.135588116837e-02  ,9.881039661600e-02  
  1.145588116837e-02  ,1.041031040701e-01  
  1.155588116837e-02  ,1.089849754510e-01  
  1.165588116837e-02  ,1.134367442462e-01  
  1.175588116837e-02  ,1.174408413333e-01  
  1.185588116837e-02  ,1.209814644278e-01  
  1.195588116837e-02  ,1.240446402535e-01  
  1.205588116837e-02  ,1.266182798909e-01  
  1.215588116837e-02  ,1.286922263335e-01  
  1.225588116837e-02  ,1.302582946977e-01  
  1.235588116837e-02  ,1.313103043910e-01  
  1.245588116837e-02  ,1.318441036171e-01  
  1.255588116837e-02  ,1.318575857245e-01  
  1.265588116837e-02  ,1.313506975083e-01  
  1.275588116837e-02  ,1.303254394070e-01  
  1.285588116837e-02  ,1.287858576786e-01  
  1.295588116837e-02  ,1.267380283244e-01  
  1.305588116837e-02  ,1.241900331837e-01  
  1.315588116837e-02  ,1.211519280533e-01  
  1.325588116837e-02  ,1.176357029430e-01  
  1.335588116837e-02  ,1.136552347504e-01  
  1.345588116837e-02  ,1.092262326183e-01  
  1.355588116837e-02  ,1.043661757451e-01  
  1.365588116837e-02  ,9.909424459347e-02  
  1.375588116837e-02  ,9.343124504592e-02  
  1.385588116837e-02  ,8.739952637573e-02  
  1.395588116837e-02  ,8.102289303180e-02  
  1.405588116837e-02  ,7.432651068059e-02  
  1.415588116837e-02  ,6.733680689987e-02  
  1.425588116837e-02  ,6.008136676231e-02  
  1.435588116837e-02  ,5.258882431358e-02  
  1.445588116837e-02  ,4.488874909343e-02  
  1.455588116837e-02  ,3.701152980233e-02  
  1.465588116837e-02  ,2.898825422892e-02  
  1.475588116837e-02  ,2.085058660438e-02  
  1.485588116837e-02  ,1.263064253903e-02  
  1.495588116837e-02  ,4.360862437362e-03  
  1.505588116837e-02  ,-3.926116662543e-03  
  1.515588116837e-02  ,-1.219758989053e-02  
  1.525588116837e-02  ,-2.042091344749e-02  
  1.535588116837e-02  ,-2.856363368979e-02  
  1.545588116837e-02  ,-3.659361498007e-02  
  1.555588116837e-02  ,-4.447916667170e-02  
  1.565588116837e-02  ,-5.218916807791e-02  
  1.575588116837e-02  ,-5.969319139541e-02  
  1.585588116837e-02  ,-6.696162160591e-02  
  1.595588116837e-02  ,-7.396577357247e-02  
  1.605588116837e-02  ,-8.067800510989e-02  
  1.615588116837e-02  ,-8.707182608850e-02  
  1.625588116837e-02  ,-9.312200301498e-02  
  1.635588116837e-02  ,-9.880465864504e-02  
  1.645588116837e-02  ,-1.040973660736e-01  
  1.655588116837e-02  ,-1.089792374598e-01  
  1.665588116837e-02  ,-1.134310062523e-01  
  1.675588116837e-02  ,-1.174351033526e-01  
  1.685588116837e-02  ,-1.209757264384e-01  
  1.695588116837e-02  ,-1.240389022839e-01  
  1.705588116837e-02  ,-1.266125419356e-01  
  1.715588116837e-02  ,-1.286864883959e-01  
  1.725588116837e-02  ,-1.302525567262e-01  
  1.735588116837e-02  ,-1.313045664387e-01  
  1.745588116837e-02  ,-1.318383656788e-01  
  1.755588116837e-02  ,-1.318518478080e-01  
  1.765588116837e-02  ,-1.313449595988e-01  
  1.775588116837e-02  ,-1.303197015207e-01  
  1.785588116837e-02  ,-1.287801198053e-01  
  1.795588116837e-02  ,-1.267322904624e-01  
  1.805588116837e-02  ,-1.241842953443e-01  
  1.815588116837e-02  ,-1.211461902316e-01  
  1.825588116837e-02  ,-1.176299651151e-01  
  1.835588116837e-02  ,-1.136494969659e-01  
  1.845588116837e-02  ,-1.092204948288e-01  
  1.855588116837e-02  ,-1.043604379701e-01  
  1.865588116837e-02  ,-9.908850683932e-02  
  1.875588116837e-02  ,-9.342550732730e-02  
  1.885588116837e-02  ,-8.739378866987e-02  
  1.895588116837e-02  ,-8.101715534489e-02  
  1.905588116837e-02  ,-7.432077300639e-02  
  1.915588116837e-02  ,-6.733106915352e-02  
  1.925588116837e-02  ,-6.007562907141e-02  
  1.935588116837e-02  ,-5.258308655143e-02  
  1.945588116837e-02  ,-4.488301131405e-02  
  1.955588116837e-02  ,-3.700579200369e-02  
  1.965588116837e-02  ,-2.898251641968e-02  
  1.975588116837e-02  ,-2.084484880040e-02  
  1.985588116837e-02  ,-1.262490471751e-02  
  1.995588116837e-02  ,-4.355124610637e-03  
  2.005588116837e-02  ,3.931854537324e-03  
  2.015588116837e-02  ,1.220332775710e-02  
  2.025588116837e-02  ,2.042665134300e-02  
  2.035588116837e-02  ,2.856937157668e-02  
  2.045588116837e-02  ,3.659935288610e-02  
  2.055588116837e-02  ,4.448490459950e-02  
  2.065588116837e-02  ,5.219490602702e-02  
  2.075588116837e-02  ,5.969892933518e-02  
  2.085588116837e-02  ,6.696735957008e-02  
  2.095588116837e-02  ,7.397151154067e-02  
  2.105588116837e-02  ,8.068374308839e-02  
  2.115588116837e-02  ,8.707756405737e-02  
  2.125588116837e-02  ,9.312774100442e-02  
  2.135588116837e-02  ,9.881039661602e-02  
  2.145588116837e-02  ,1.041031040659e-01  
  2.155588116837e-02  ,1.089849754509e-01  
  2.165588116837e-02  ,1.134367442461e-01  
  2.175588116837e-02  ,1.174408413417e-01  
  2.185588116837e-02  ,1.209814644277e-01  
  2.195588116837e-02  ,1.240446402452e-01  
  2.205588116837e-02  ,1.266182798867e-01  
  2.215588116837e-02  ,1.286922263334e-01  
  2.225588116837e-02  ,1.302582946975e-01  
  2.235588116837e-02  ,1.313103043868e-01  
  2.245588116837e-02  ,1.318441036170e-01  
  2.255588116837e-02  ,1.318575857244e-01  
  2.265588116837e-02  ,1.313506975125e-01  
  2.275588116837e-02  ,1.303254394155e-01  
  2.285588116837e-02  ,1.287858576784e-01  
  2.295588116837e-02  ,1.267380283243e-01  
  2.305588116837e-02  ,1.241900331836e-01  
  2.315588116837e-02  ,1.211519280533e-01  
  2.325588116837e-02  ,1.176357029429e-01  
  2.335588116837e-02  ,1.136552347461e-01  
  2.345588116837e-02  ,1.092262326181e-01  
  2.355588116837e-02  ,1.043661757451e-01  
  2.365588116837e-02  ,9.909424459334e-02  
  2.375588116837e-02  ,9.343124503730e-02  
  2.385588116837e-02  ,8.739952637560e-02  
  2.395588116837e-02  ,8.102289303586e-02  
  2.405588116837e-02  ,7.432651067190e-02  
  2.415588116837e-02  ,6.733680690414e-02  
  2.425588116837e-02  ,6.008136676229e-02  
  2.435588116837e-02  ,5.258882432214e-02  
  2.445588116837e-02  ,4.488874909752e-02  
  2.455588116837e-02  ,3.701152980234e-02  
  2.465588116837e-02  ,2.898825424535e-02  
  2.475588116837e-02  ,2.085058659620e-02  
  2.485588116837e-02  ,1.263064253892e-02  
  2.495588116837e-02  ,4.360862445974e-03  
  2.505588116837e-02  ,-3.926116662582e-03  
  2.515588116837e-02  ,-1.219758989478e-02  
  2.525588116837e-02  ,-2.042091345609e-02  
  2.535588116837e-02  ,-2.856363368120e-02  
  2.545588116837e-02  ,-3.659361497153e-02  
  2.555588116837e-02  ,-4.447916667160e-02  
  2.565588116837e-02  ,-5.218916807367e-02  
  2.575588116837e-02  ,-5.969319139528e-02  
  2.585588116837e-02  ,-6.696162160585e-02  
  2.595588116837e-02  ,-7.396577356378e-02  
  2.605588116837e-02  ,-8.067800510982e-02  
  2.615588116837e-02  ,-8.707182608839e-02  
  2.625588116837e-02  ,-9.312200301493e-02  
  2.635588116837e-02  ,-9.880465864500e-02  
  2.645588116837e-02  ,-1.040973660822e-01  
  2.655588116837e-02  ,-1.089792374598e-01  
  2.665588116837e-02  ,-1.134310062480e-01  
  2.675588116837e-02  ,-1.174351033610e-01  
  2.685588116837e-02  ,-1.209757264385e-01  
  2.695588116837e-02  ,-1.240389022839e-01  
  2.705588116837e-02  ,-1.266125419274e-01  
  2.715588116837e-02  ,-1.286864883832e-01  
  2.725588116837e-02  ,-1.302525567262e-01  
  2.735588116837e-02  ,-1.313045664387e-01  
  2.745588116837e-02  ,-1.318383656788e-01  
  2.755588116837e-02  ,-1.318518478123e-01  
  2.765588116837e-02  ,-1.313449595988e-01  
  2.775588116837e-02  ,-1.303197015207e-01  
  2.785588116837e-02  ,-1.287801198053e-01  
  2.795588116837e-02  ,-1.267322904623e-01  
  2.805588116837e-02  ,-1.241842953444e-01  
  2.815588116837e-02  ,-1.211461902316e-01  
  2.825588116837e-02  ,-1.176299651152e-01  
  2.835588116837e-02  ,-1.136494969658e-01  
  2.845588116837e-02  ,-1.092204948288e-01  
  2.855588116837e-02  ,-1.043604379786e-01  
  2.865588116837e-02  ,-9.908850683082e-02  
  2.875588116837e-02  ,-9.342550732725e-02  
  2.885588116837e-02  ,-8.739378866991e-02  
  2.895588116837e-02  ,-8.101715533661e-02  
  2.905588116837e-02  ,-7.432077301055e-02  
  2.915588116837e-02  ,-6.733106915344e-02  
  2.925588116837e-02  ,-6.007562906286e-02  
  2.935588116837e-02  ,-5.258308655138e-02  
  2.945588116837e-02  ,-4.488301131409e-02  
  2.955588116837e-02  ,-3.700579200364e-02  
  2.965588116837e-02  ,-2.898251641972e-02  
  2.975588116837e-02  ,-2.084484879211e-02  
  2.985588116837e-02  ,-1.262490470900e-02  
  2.995588116837e-02  ,-4.355124606494e-03  
  3.005588116837e-02  ,3.931854533099e-03  
  3.015588116837e-02  ,1.220332775740e-02  
  3.025588116837e-02  ,2.042665134701e-02  
  3.035588116837e-02  ,2.856937157665e-02  
  3.045588116837e-02  ,3.659935288187e-02  
  3.055588116837e-02  ,4.448490459959e-02  
  3.065588116837e-02  ,5.219490602289e-02  
  3.075588116837e-02  ,5.969892933526e-02  
  3.085588116837e-02  ,6.696735957011e-02  
  3.095588116837e-02  ,7.397151153255e-02  
  3.105588116837e-02  ,8.068374308859e-02  
  3.115588116837e-02  ,8.707756406570e-02  
  3.125588116837e-02  ,9.312774100020e-02  
  3.135588116837e-02  ,9.881039662040e-02  
  3.145588116837e-02  ,1.041031040786e-01  
  3.155588116837e-02  ,1.089849754467e-01  
  3.165588116837e-02  ,1.134367442418e-01  
  3.175588116837e-02  ,1.174408413290e-01  
  3.185588116837e-02  ,1.209814644193e-01  
  3.195588116837e-02  ,1.240446402577e-01  
  3.205588116837e-02  ,1.266182798951e-01  
  3.215588116837e-02  ,1.286922263378e-01  
  3.225588116837e-02  ,1.302582946975e-01  
  3.235588116837e-02  ,1.313103043824e-01  
  3.245588116837e-02  ,1.318441036126e-01  
  3.255588116837e-02  ,1.318575857245e-01  
  3.265588116837e-02  ,1.313506975248e-01  
  3.275588116837e-02  ,1.303254394156e-01  
  3.285588116837e-02  ,1.287858576784e-01  
  3.295588116837e-02  ,1.267380283329e-01  
  3.305588116837e-02  ,1.241900331918e-01  
  3.315588116837e-02  ,1.211519280533e-01  
  3.325588116837e-02  ,1.176357029386e-01  
  3.335588116837e-02  ,1.136552347504e-01  
  3.345588116837e-02  ,1.092262326096e-01  
  3.355588116837e-02  ,1.043661757494e-01  
  3.365588116837e-02  ,9.909424459775e-02  
  3.375588116837e-02  ,9.343124504161e-02  
  3.385588116837e-02  ,8.739952637131e-02  
  3.395588116837e-02  ,8.102289303175e-02  
  3.405588116837e-02  ,7.432651068044e-02  
  3.415588116837e-02  ,6.733680689559e-02  
  3.425588116837e-02  ,6.008136676221e-02  
  3.435588116837e-02  ,5.258882431356e-02  
  3.445588116837e-02  ,4.488874908900e-02  
  3.455588116837e-02  ,3.701152980231e-02  
  3.465588116837e-02  ,2.898825424967e-02  
  3.475588116837e-02  ,2.085058660455e-02  
  3.485588116837e-02  ,1.263064254301e-02  
  3.495588116837e-02  ,4.360862441426e-03  
  3.505588116837e-02  ,-3.926116675274e-03  
  3.515588116837e-02  ,-1.219758989472e-02  
  3.525588116837e-02  ,-2.042091344787e-02  
  3.535588116837e-02  ,-2.856363368131e-02  
  3.545588116837e-02  ,-3.659361497583e-02  
  3.555588116837e-02  ,-4.447916667588e-02  
  3.565588116837e-02  ,-5.218916808225e-02  
  3.575588116837e-02  ,-5.969319139527e-02  
  3.585588116837e-02  ,-6.696162160591e-02  
  3.595588116837e-02  ,-7.396577356377e-02  
  3.605588116837e-02  ,-8.067800509720e-02  
  3.615588116837e-02  ,-8.707182607585e-02  
  3.625588116837e-02  ,-9.312200300643e-02  
  3.635588116837e-02  ,-9.880465864070e-02  
  3.645588116837e-02  ,-1.040973660608e-01  
  3.655588116837e-02  ,-1.089792374513e-01  
  3.665588116837e-02  ,-1.134310062522e-01  
  3.675588116837e-02  ,-1.174351033696e-01  
  3.685588116837e-02  ,-1.209757264469e-01  
  3.695588116837e-02  ,-1.240389022926e-01  
  3.705588116837e-02  ,-1.266125419271e-01  
  3.715588116837e-02  ,-1.286864883832e-01  
  3.725588116837e-02  ,-1.302525567387e-01  
  3.735588116837e-02  ,-1.313045664387e-01  
  3.745588116837e-02  ,-1.318383656745e-01  
  3.755588116837e-02  ,-1.318518477954e-01  
  3.765588116837e-02  ,-1.313449595947e-01  
  3.775588116837e-02  ,-1.303197015371e-01  
  3.785588116837e-02  ,-1.287801197968e-01  
  3.795588116837e-02  ,-1.267322904624e-01  
  3.805588116837e-02  ,-1.241842953528e-01  
  3.815588116837e-02  ,-1.211461902272e-01  
  3.825588116837e-02  ,-1.176299651195e-01  
  3.835588116837e-02  ,-1.136494969574e-01  
  3.845588116837e-02  ,-1.092204948246e-01  
  3.855588116837e-02  ,-1.043604379785e-01  
  3.865588116837e-02  ,-9.908850683083e-02  
  3.875588116837e-02  ,-9.342550731452e-02  
  3.885588116837e-02  ,-8.739378866564e-02  
  3.895588116837e-02  ,-8.101715534084e-02  
  3.905588116837e-02  ,-7.432077300201e-02  
  3.915588116837e-02  ,-6.733106916195e-02  
  3.925588116837e-02  ,-6.007562907129e-02  
  3.935588116837e-02  ,-5.258308655583e-02  
  3.945588116837e-02  ,-4.488301131419e-02  
  3.955588116837e-02  ,-3.700579200381e-02  
  3.965588116837e-02  ,-2.898251642395e-02  
  3.975588116837e-02  ,-2.084484879607e-02  
  3.985588116837e-02  ,-1.262490471335e-02  
  3.995588116837e-02  ,-4.355124610681e-03  
  4.005588116837e-02  ,3.931854528766e-03  
  4.015588116837e-02  ,1.220332774889e-02  
  4.025588116837e-02  ,2.042665134285e-02  
  4.035588116837e-02  ,2.856937158082e-02  
  4.045588116837e-02  ,3.659935288611e-02  
  4.055588116837e-02  ,4.448490459086e-02  
  4.065588116837e-02  ,5.219490602281e-02  
  4.075588116837e-02  ,5.969892934368e-02  
  4.085588116837e-02  ,6.696735956590e-02  
  4.095588116837e-02  ,7.397151154505e-02  
  4.105588116837e-02  ,8.068374308850e-02  
  4.115588116837e-02  ,8.707756406996e-02  
  4.125588116837e-02  ,9.312774100439e-02  
  4.135588116837e-02  ,9.881039662046e-02  
  4.145588116837e-02  ,1.041031040868e-01  
  4.155588116837e-02  ,1.089849754425e-01  
  4.165588116837e-02  ,1.134367442417e-01  
  4.175588116837e-02  ,1.174408413332e-01  
  4.185588116837e-02  ,1.209814644193e-01  
  4.195588116837e-02  ,1.240446402578e-01  
  4.205588116837e-02  ,1.266182798865e-01  
  4.215588116837e-02  ,1.286922263337e-01  
  4.225588116837e-02  ,1.302582946975e-01  
  4.235588116837e-02  ,1.313103043824e-01  
  4.245588116837e-02  ,1.318441036126e-01  
  4.255588116837e-02  ,1.318575857245e-01  
  4.265588116837e-02  ,1.313506975250e-01  
  4.275588116837e-02  ,1.303254394156e-01  
  4.285588116837e-02  ,1.287858576742e-01  
  4.295588116837e-02  ,1.267380283287e-01  
  4.305588116837e-02  ,1.241900331917e-01  
  4.315588116837e-02  ,1.211519280534e-01  
  4.325588116837e-02  ,1.176357029302e-01  
  4.335588116837e-02  ,1.136552347505e-01  
  4.345588116837e-02  ,1.092262326096e-01  
  4.355588116837e-02  ,1.043661757369e-01  
  4.365588116837e-02  ,9.909424459348e-02  
  4.375588116837e-02  ,9.343124504594e-02  
  4.385588116837e-02  ,8.739952637130e-02  
  4.395588116837e-02  ,8.102289303184e-02  
  4.405588116837e-02  ,7.432651068045e-02  
  4.415588116837e-02  ,6.733680689566e-02  
  4.425588116837e-02  ,6.008136676219e-02  
  4.435588116837e-02  ,5.258882430949e-02  
  4.445588116837e-02  ,4.488874910181e-02  
  4.455588116837e-02  ,3.701152980664e-02  
  4.465588116837e-02  ,2.898825424535e-02  
  4.475588116837e-02  ,2.085058660460e-02  
  4.485588116837e-02  ,1.263064253035e-02  
  4.495588116837e-02  ,4.360862437464e-03  
  4.505588116837e-02  ,-3.926116671061e-03  
  4.515588116837e-02  ,-1.219758989882e-02  
  4.525588116837e-02  ,-2.042091344795e-02  
  4.535588116837e-02  ,-2.856363368130e-02  
  4.545588116837e-02  ,-3.659361497591e-02  
  4.555588116837e-02  ,-4.447916666730e-02  
  4.565588116837e-02  ,-5.218916808239e-02  
  4.575588116837e-02  ,-5.969319139096e-02  
  4.585588116837e-02  ,-6.696162160594e-02  
  4.595588116837e-02  ,-7.396577356374e-02  
  4.605588116837e-02  ,-8.067800509295e-02  
  4.615588116837e-02  ,-8.707182607580e-02  
  4.625588116837e-02  ,-9.312200300645e-02  
  4.635588116837e-02  ,-9.880465864063e-02  
  4.645588116837e-02  ,-1.040973660695e-01  
  4.655588116837e-02  ,-1.089792374554e-01  
  4.665588116837e-02  ,-1.134310062566e-01  
  4.675588116837e-02  ,-1.174351033653e-01  
  4.685588116837e-02  ,-1.209757264426e-01  
  4.695588116837e-02  ,-1.240389022883e-01  
  4.705588116837e-02  ,-1.266125419314e-01  
  4.715588116837e-02  ,-1.286864883831e-01  
  4.725588116837e-02  ,-1.302525567306e-01  
  4.735588116837e-02  ,-1.313045664386e-01  
  4.745588116837e-02  ,-1.318383656746e-01  
  4.755588116837e-02  ,-1.318518478078e-01  
  4.765588116837e-02  ,-1.313449596075e-01  
  4.775588116837e-02  ,-1.303197015371e-01  
  4.785588116837e-02  ,-1.287801198011e-01  
  4.795588116837e-02  ,-1.267322904624e-01  
  4.805588116837e-02  ,-1.241842953528e-01  
  4.815588116837e-02  ,-1.211461902272e-01  
  4.825588116837e-02  ,-1.176299651152e-01  
  4.835588116837e-02  ,-1.136494969574e-01  
  4.845588116837e-02  ,-1.092204948164e-01  
  4.855588116837e-02  ,-1.043604379828e-01  
  4.865588116837e-02  ,-9.908850683942e-02  
  4.875588116837e-02  ,-9.342550731434e-02  
  4.885588116837e-02  ,-8.739378867422e-02  
  4.895588116837e-02  ,-8.101715534051e-02  
  4.905588116837e-02  ,-7.432077299792e-02  
  4.915588116837e-02  ,-6.733106915340e-02  
  4.925588116837e-02  ,-6.007562906292e-02  
  4.935588116837e-02  ,-5.258308655560e-02  
  4.945588116837e-02  ,-4.488301130988e-02  
